Ambient Temperature(C): 23.8
Ambient Pressure(in Hg): 
Time(s)	T1(Deg C)	T2(Deg C)	P1(PSI)	P2(PSI)	Mass Flowrate(g/min)
57.90	25.00	24.80	40.70	24.10	0.00
58.00	25.10	25.00	40.60	24.70	0.00
58.10	25.10	25.00	41.00	24.70	0.00
58.20	25.00	24.90	40.90	24.20	0.00
58.30	25.20	24.80	40.70	24.20	0.00
58.40	25.20	24.80	40.70	24.20	0.00
58.50	25.00	25.10	40.40	24.50	0.00
58.60	25.10	25.00	40.40	24.70	0.00
58.70	25.10	25.00	40.70	24.50	0.00
58.80	25.10	24.90	40.70	24.20	0.00
58.90	25.10	25.00	40.90	24.20	0.00
59.00	25.10	25.00	40.60	23.80	0.00
59.10	25.20	25.00	40.70	23.30	0.00
59.20	25.00	24.80	41.00	23.20	0.00
59.30	25.00	24.80	41.00	22.50	0.00
59.40	25.10	24.60	41.00	21.30	0.00
59.50	25.10	24.80	40.70	20.40	0.00
59.60	25.10	24.80	40.90	20.70	0.00
59.70	25.10	24.60	40.40	20.40	0.00
59.80	25.10	24.60	40.70	19.80	0.00
59.90	25.10	24.70	40.70	19.20	0.00
60.00	24.90	24.50	41.00	17.60	0.00
60.10	24.90	24.50	40.70	18.70	0.00
60.20	25.10	24.50	40.90	18.40	0.00
60.30	25.10	24.50	40.70	17.60	0.00
60.40	25.10	24.50	40.90	16.80	0.00
60.50	25.10	24.30	40.40	17.00	0.00
60.60	25.00	24.30	41.00	16.80	0.00
60.70	25.00	24.30	41.00	16.40	0.00
60.80	25.00	24.20	40.60	16.40	0.00
60.90	25.10	24.10	40.60	15.50	0.00
61.00	25.00	24.10	40.70	15.30	0.00
61.10	25.00	24.10	40.70	15.30	0.00
61.20	25.10	24.00	40.70	14.70	0.00
61.30	25.10	24.00	40.70	14.40	0.00
61.40	25.00	24.00	41.00	14.10	0.00
61.50	25.10	23.90	41.00	13.60	0.00
61.60	25.10	23.90	40.60	13.90	0.00
61.70	25.10	23.70	40.70	13.50	0.00
61.80	25.10	23.70	40.90	13.30	0.00
61.90	25.10	23.60	40.60	11.80	0.00
62.00	25.10	23.40	40.60	11.80	0.00
62.10	25.10	23.40	40.60	11.80	0.00
62.20	25.10	23.40	40.70	11.80	0.00
62.30	25.10	23.50	41.00	11.00	0.00
62.40	25.10	23.50	40.90	11.30	0.00
62.50	25.00	23.20	41.30	11.30	0.00
62.60	25.00	23.10	40.60	11.20	0.00
62.70	25.00	23.10	40.90	10.70	0.00
62.80	24.90	22.90	40.70	10.50	0.00
62.90	25.00	22.90	40.70	10.50	0.00
63.00	25.00	22.90	40.40	9.80	0.00
63.10	25.00	22.70	40.90	9.90	0.00
63.20	25.00	22.70	40.40	9.20	0.00
63.30	25.00	22.70	40.40	9.30	0.00
63.40	25.00	22.50	41.00	9.00	0.00
63.50	25.00	22.40	41.20	8.70	0.00
63.60	25.00	22.40	40.60	9.00	0.00
63.70	24.80	22.50	40.40	8.20	0.00
63.80	25.10	22.50	40.40	8.20	0.00
63.90	25.10	22.50	40.90	8.10	0.00
64.00	25.00	22.40	40.60	7.80	0.00
64.10	25.10	22.50	40.90	7.50	0.00
64.20	25.10	22.50	40.60	7.60	0.00
64.30	25.10	22.50	40.70	7.00	0.00
64.40	25.00	22.50	40.60	7.00	0.00
64.50	25.00	22.50	41.00	6.50	0.00
64.60	25.00	22.60	40.70	6.70	0.00
64.70	25.00	22.70	40.70	6.70	0.00
64.80	25.00	22.70	40.70	6.20	0.00
64.90	25.00	22.70	40.90	6.10	0.00
65.00	25.10	22.60	40.70	5.90	0.00
65.10	25.00	22.50	40.60	6.10	0.00
65.20	25.00	22.50	40.30	5.90	0.00
65.30	24.90	22.40	40.70	5.60	0.00
65.40	24.90	22.40	40.30	5.30	0.00
65.50	24.90	22.40	40.40	5.20	0.00
65.60	25.00	22.50	40.40	5.20	0.00
65.70	25.00	22.50	40.90	4.20	0.00
65.80	25.00	22.20	40.60	5.20	0.00
65.90	25.00	22.10	40.60	4.50	0.00
66.00	25.00	22.10	40.70	4.50	0.00
66.10	25.00	22.10	40.90	4.40	0.00
66.20	25.00	22.10	40.60	3.90	0.00
66.30	25.10	22.20	40.70	3.80	0.00
66.40	25.10	22.20	40.60	4.10	0.00
66.50	25.10	22.10	40.60	4.10	0.00
66.60	25.10	22.10	40.70	3.60	0.00
66.70	24.90	22.20	40.60	3.60	0.00
66.80	25.00	22.10	40.60	3.60	0.00
66.90	25.00	22.10	41.00	3.80	0.00
67.00	24.90	22.10	40.40	3.30	0.00
67.10	24.90	22.00	40.60	3.20	0.00
67.20	24.90	22.00	40.90	3.20	0.00
67.30	24.90	22.10	40.40	2.80	0.00
67.40	24.90	22.10	40.70	2.70	0.00
67.50	24.80	21.90	40.60	3.20	0.00
67.60	25.00	21.90	40.70	2.50	0.00
67.70	25.00	21.90	40.70	2.50	0.00
67.80	24.70	21.90	40.70	2.40	0.00
67.90	24.90	21.90	41.00	2.70	0.00
68.00	24.90	21.90	40.60	2.50	0.00
68.10	25.00	21.90	40.90	2.40	0.00
68.20	25.00	21.90	40.70	2.70	0.00
68.30	25.00	21.90	40.70	2.10	0.00
68.40	24.90	21.90	40.70	1.90	0.00
68.50	24.90	21.90	40.40	2.10	0.00
68.60	25.00	21.80	41.00	2.40	0.00
68.70	25.00	21.70	41.00	2.20	0.00
68.80	25.00	21.70	40.10	1.90	0.00
68.90	25.00	21.80	40.60	2.40	0.00
69.00	24.90	21.80	41.20	1.50	0.00
69.10	24.90	21.80	40.90	1.50	0.00
69.20	25.00	21.80	40.70	1.80	22.41
69.30	25.00	21.70	41.20	1.60	34.44
69.40	25.00	21.70	40.60	1.60	41.81
69.50	25.00	21.70	40.90	1.80	45.26
69.60	24.70	21.60	40.70	1.50	46.80
69.70	24.70	21.60	40.60	1.60	47.73
69.80	24.90	21.80	40.60	1.80	48.57
69.90	25.00	21.90	40.70	1.50	48.96
70.00	25.00	21.90	40.90	1.20	48.91
70.10	25.00	21.80	40.70	1.50	48.72
70.20	24.90	21.70	40.90	1.60	48.31
70.30	24.90	21.70	41.00	1.80	48.15
70.40	24.90	21.80	40.90	1.30	48.45
70.50	24.90	21.80	40.60	1.30	48.32
70.60	24.90	21.80	40.40	1.20	48.26
70.70	24.90	22.00	40.70	1.20	48.09
70.80	24.90	21.80	40.70	1.00	47.24
70.90	24.90	21.80	40.70	1.20	47.14
71.00	24.90	21.80	40.70	1.20	48.95
71.10	24.80	21.90	40.70	1.30	43.86
71.20	24.80	21.90	40.60	1.50	39.75
71.30	24.80	21.90	40.40	1.20	36.49
71.40	25.10	22.00	40.60	0.80	35.32
71.50	25.10	22.00	40.60	0.80	34.35
71.60	24.80	21.70	40.40	0.70	33.77
71.70	25.00	21.80	40.60	0.80	33.33
71.80	25.00	21.80	40.60	0.80	33.09
71.90	25.00	21.80	40.70	0.50	32.87
72.00	25.00	21.70	40.60	0.40	32.73
72.10	25.00	21.70	41.00	0.80	32.58
72.20	24.60	21.70	40.60	0.70	32.48
72.30	25.00	21.80	40.60	0.80	32.38
72.40	25.00	21.80	40.90	0.80	32.34
72.50	24.90	21.90	40.40	0.10	32.30
72.60	24.90	21.70	40.70	0.40	32.25
72.70	24.90	21.70	40.70	0.40	32.24
72.80	24.90	21.60	40.60	0.20	32.22
72.90	24.90	21.60	40.30	0.20	32.23
73.00	24.90	21.70	40.70	0.50	32.18
73.10	24.80	21.70	40.40	-0.10	32.15
73.20	24.80	21.70	40.70	0.20	32.15
73.30	24.80	21.80	40.70	0.40	32.12
73.40	24.80	21.60	40.60	0.40	32.15
73.50	24.80	21.60	40.40	0.20	32.10
73.60	24.90	21.70	40.40	0.20	32.18
73.70	24.90	21.70	40.90	0.20	32.12
73.80	24.90	21.70	40.90	-0.20	32.10
73.90	24.90	21.70	41.00	0.10	32.09
74.00	24.80	21.60	40.90	0.10	32.10
74.10	24.80	21.60	40.40	-0.10	32.12
74.20	24.80	21.70	40.40	-0.40	32.10
74.30	24.90	21.70	40.60	-0.20	32.10
74.40	24.90	21.70	40.70	-0.20	32.07
74.50	24.80	21.60	40.70	-0.20	32.10
74.60	24.80	21.60	40.40	-0.40	32.10
74.70	24.90	21.60	40.60	-0.20	32.13
74.80	24.80	21.70	40.70	-0.40	32.10
74.90	25.00	21.70	40.90	-0.40	32.10
75.00	25.00	21.70	40.70	0.10	32.07
75.10	24.80	21.60	40.70	-0.40	32.13
75.20	24.70	21.60	40.60	-0.50	32.10
75.30	24.70	21.60	41.20	-0.40	32.10
75.40	24.80	21.50	41.20	-0.40	32.11
75.50	24.80	21.50	40.40	-0.50	32.07
75.60	24.80	21.50	40.70	-0.70	32.10
75.70	24.80	21.50	40.40	-0.50	32.10
75.80	24.90	21.40	40.70	-0.50	32.06
75.90	24.90	21.40	40.90	-1.00	32.10
76.00	24.70	21.60	40.30	-0.40	32.07
76.10	24.80	21.70	40.70	-0.80	32.15
76.20	24.80	21.70	40.60	-0.80	32.10
76.30	25.00	21.60	40.60	-0.80	32.10
76.40	25.00	21.60	41.20	-1.00	32.07
76.50	24.70	21.50	40.70	-1.20	32.10
76.60	24.80	21.60	40.40	-1.20	32.04
76.70	24.90	21.80	40.70	-1.30	32.09
76.80	24.90	21.80	40.60	-1.20	32.07
76.90	24.90	21.50	40.60	-1.20	32.05
77.00	24.90	21.50	40.40	-1.00	32.06
77.10	24.90	21.60	40.60	-1.20	32.07
77.20	24.90	21.60	40.60	-1.20	32.00
77.30	24.90	21.60	40.90	-1.20	32.07
77.40	24.80	21.50	40.30	-1.30	32.07
77.50	25.00	21.50	41.00	-1.50	32.05
77.60	25.00	21.50	40.40	-1.20	32.05
77.70	24.90	21.50	40.90	-1.20	32.05
77.80	24.90	21.50	40.70	-1.20	32.05
77.90	24.90	21.50	40.40	-1.80	32.05
78.00	24.90	21.40	40.90	-1.50	32.12
78.10	24.90	21.40	40.90	-1.50	32.05
78.20	24.90	21.50	40.60	-1.60	32.07
78.30	24.80	21.60	40.60	-2.20	32.06
78.40	24.80	21.60	40.90	-2.10	32.05
78.50	24.80	21.40	40.90	-1.80	32.05
78.60	24.80	21.40	40.60	-1.60	32.07
78.70	24.90	21.60	41.00	-1.60	32.09
78.80	24.80	21.50	41.00	-1.90	32.06
78.90	24.80	21.50	40.30	-2.10	32.06
79.00	24.80	21.60	40.30	-2.10	32.09
79.10	24.70	21.30	40.90	-1.80	32.03
79.20	24.70	21.30	41.00	-2.10	32.03
79.30	24.80	21.50	40.40	-2.20	32.10
79.40	24.80	21.60	40.70	-2.40	32.09
79.50	24.70	21.40	40.40	-2.10	32.12
79.60	24.70	21.40	40.70	-2.50	32.09
79.70	24.90	21.50	40.60	-2.40	32.09
79.80	24.90	21.50	40.40	-2.10	32.04
79.90	24.80	21.50	40.40	-2.10	32.07
80.00	24.90	21.40	40.70	-2.40	32.06
80.10	24.90	21.40	39.80	-2.50	32.09
80.20	24.90	21.50	41.00	-2.20	32.09
80.30	24.70	21.40	40.60	-2.10	32.07
80.40	24.70	21.40	40.70	-2.10	32.07
80.50	24.70	21.50	40.90	-2.70	32.07
80.60	24.80	21.50	40.70	-2.70	32.12
80.70	24.80	21.50	40.70	-2.70	32.06
80.80	24.80	21.60	40.70	-2.70	32.07
80.90	24.80	21.40	40.70	-2.40	32.07
81.00	24.80	21.40	40.60	-2.50	32.06
81.10	24.80	21.50	40.60	-2.80	32.07
81.20	24.80	21.40	40.70	-2.70	32.07
81.30	24.80	21.40	41.20	-3.00	32.04
81.40	25.00	21.30	40.70	-2.50	32.07
81.50	24.80	21.40	40.60	-2.70	32.07
81.60	24.80	21.40	40.70	-2.70	32.04
81.70	24.70	21.40	40.70	-2.70	32.07
81.80	24.80	21.50	40.90	-3.00	32.06
81.90	24.80	21.50	40.70	-3.00	32.04
82.00	24.90	21.50	40.90	-3.20	32.04
82.10	24.70	21.50	40.90	-2.80	32.03
82.20	24.70	21.50	41.00	-3.20	32.04
82.30	24.90	21.60	41.00	-2.80	32.04
82.40	24.80	21.50	40.70	-2.70	31.99
82.50	24.80	21.50	41.20	-3.00	32.07
82.60	24.90	21.60	40.40	-3.30	32.07
82.70	24.80	21.50	40.60	-3.60	32.07
82.80	24.80	21.50	40.40	-3.30	32.04
82.90	24.90	21.30	39.60	-3.20	32.05
83.00	24.90	21.40	40.70	-3.50	32.04
83.10	24.90	21.40	40.90	-3.30	32.07
83.20	24.90	21.40	41.00	-3.50	32.09
83.30	24.70	21.20	40.70	-3.30	32.04
83.40	24.70	21.20	40.70	-3.50	32.04
83.50	24.70	21.40	41.00	-3.30	32.07
83.60	24.70	21.40	40.60	-3.80	32.05
83.70	24.70	21.40	40.90	-3.00	32.07
83.80	24.90	21.40	40.70	-3.50	32.05
83.90	24.90	21.40	40.40	-3.20	32.04
84.00	24.90	21.40	40.90	-3.20	32.06
84.10	24.80	21.60	40.60	-3.20	32.07
84.20	24.70	21.40	40.70	-3.20	32.05
84.30	24.70	21.40	40.70	-3.60	32.07
84.40	24.80	21.40	40.70	-3.60	32.07
84.50	24.80	21.50	40.90	-3.20	32.05
84.60	24.70	21.40	40.40	-3.30	32.07
84.70	24.70	21.40	40.90	-3.30	32.02
84.80	24.90	21.50	40.40	-3.00	32.07
84.90	24.90	21.50	41.60	-3.00	32.09
85.00	24.80	21.60	41.00	-3.00	32.07
85.10	24.80	21.50	40.60	-3.20	32.04
85.20	24.80	21.50	40.90	-3.00	32.07
85.30	24.90	21.60	40.90	-3.00	32.07
85.40	24.70	21.60	41.00	-3.20	32.06
85.50	24.70	21.60	40.60	-3.20	32.06
85.60	24.70	21.60	41.00	-3.20	32.07
85.70	24.80	21.50	40.70	-2.50	32.10
85.80	24.80	21.50	40.30	-3.20	32.07
85.90	24.70	21.60	40.70	-3.20	32.07
86.00	24.80	21.60	40.90	-4.10	32.05
86.10	24.80	21.60	40.70	-3.30	32.05
86.20	24.80	21.60	40.70	-3.30	32.06
86.30	24.80	21.60	40.70	-3.20	32.06
86.40	24.80	21.60	40.90	-3.00	32.06
86.50	24.90	21.60	40.70	-3.20	32.03
86.60	24.90	21.60	40.60	-3.20	32.03
86.70	24.70	21.60	41.00	-3.30	32.05
86.80	24.70	21.60	40.60	-3.00	32.06
86.90	24.90	21.60	40.70	-2.80	32.03
87.00	24.80	21.60	40.70	-2.80	32.07
87.10	24.80	21.60	40.70	-3.00	32.05
87.20	24.80	21.80	40.10	-2.80	32.09
87.30	24.80	21.80	40.70	-3.30	32.07
87.40	24.70	21.60	40.90	-3.30	32.06
87.50	24.90	21.60	40.60	-3.00	32.06
87.60	24.90	21.60	40.60	-3.00	32.03
87.70	24.80	21.60	40.90	-2.80	32.03
87.80	24.80	21.60	41.20	-3.00	8.21
87.90	24.80	21.60	41.20	-3.00	2.65
88.00	24.80	21.70	40.70	-2.70	1.88
88.10	24.80	21.70	40.70	-2.80	1.46
88.20	24.80	21.70	40.70	-3.20	1.07
88.30	24.80	21.70	40.70	-3.20	0.89
88.40	24.80	21.70	41.20	-3.00	0.60
88.50	24.80	21.70	40.90	-3.00	0.44
88.60	24.80	21.70	40.40	-3.00	0.30
88.70	24.80	21.80	41.20	-2.80	0.21
88.80	24.80	21.80	40.30	-2.80	0.13
88.90	24.80	21.60	40.70	-3.00	0.09
89.00	24.70	21.70	40.70	-2.70	0.06
89.10	24.70	21.70	40.40	-3.00	0.02
89.20	24.60	21.70	41.00	-2.50	0.00
89.30	24.80	21.80	40.70	-3.20	-0.06
89.40	24.80	21.80	40.90	-3.00	-0.04
89.50	24.90	21.90	40.70	-3.20	-0.09
89.60	24.80	21.80	40.70	-3.20	-0.12
89.70	24.80	21.80	40.90	-2.80	-0.12
89.80	24.70	21.70	40.40	-3.00	-0.15
89.90	24.80	21.80	40.90	-2.70	-0.17
90.00	24.80	21.80	40.70	-3.00	-0.17
90.10	24.80	21.80	40.90	-3.20	-0.19
90.20	24.80	21.70	40.60	-3.20	-0.19
90.30	24.80	21.70	40.90	-2.70	-0.25
90.40	24.80	21.70	40.90	-3.20	-0.19
90.50	24.90	21.80	40.90	-3.20	-0.22
90.60	24.90	21.80	40.70	-3.00	-0.19
90.70	24.80	21.70	40.70	-3.30	-0.25
90.80	24.70	21.90	40.70	-2.50	-0.21
90.90	24.70	21.80	40.70	-3.00	-0.22
91.00	24.70	21.80	40.70	-2.70	-0.25
91.10	24.80	21.90	40.70	-2.80	-0.26
91.20	24.80	21.90	40.70	-3.30	-0.26
91.30	24.80	21.90	40.70	-2.80	-0.22
91.40	24.70	21.90	40.70	-2.80	-0.26
91.50	24.70	21.90	40.60	-3.20	-0.26
91.60	24.50	21.70	40.90	-3.80	-0.26
91.70	24.80	21.90	40.90	-3.30	-0.26
91.80	24.80	21.90	40.60	-2.80	-0.32
91.90	24.70	21.80	40.90	-2.80	-0.32
92.00	24.80	21.90	40.40	-2.70	-0.32
92.10	24.70	21.80	40.70	-3.00	-0.32
92.20	24.70	21.80	40.60	-3.30	-0.36
92.30	24.70	21.90	40.60	-3.30	-0.36
92.40	24.70	21.90	40.70	-3.20	-0.36
92.50	24.70	21.90	40.30	-3.20	-0.36
92.60	24.80	22.00	40.60	-2.80	-0.36
92.70	24.80	22.00	40.60	-3.00	-0.34
92.80	24.80	22.00	40.90	-3.00	0.00
92.90	24.80	21.90	41.00	-3.00	0.00
93.00	24.80	21.90	40.70	-2.80	0.00
93.10	24.60	21.90	40.70	-2.50	0.00
93.20	24.70	21.90	40.60	-2.70	0.00
93.30	24.80	21.90	40.90	-2.70	0.00
93.40	24.80	21.90	40.90	-2.80	0.00
93.50	24.70	21.90	40.60	-2.80	0.00
93.60	24.90	21.80	41.00	-3.20	0.00
93.70	24.90	21.80	40.70	-2.70	0.00
93.80	24.60	21.90	40.90	-3.00	0.00
93.90	24.70	21.90	41.00	-2.40	0.00
94.00	24.70	21.90	41.00	-3.20	0.00
94.10	24.80	22.00	41.00	-3.20	0.00
94.20	24.80	21.90	40.70	-3.00	0.00
94.30	24.80	21.90	40.70	-2.80	0.00
94.40	24.90	22.00	40.70	-3.20	0.00
94.50	24.70	21.90	41.00	-3.00	0.00
94.60	24.60	22.00	40.70	-2.80	0.00
94.70	24.60	22.00	40.70	-3.20	0.00
94.80	24.90	22.00	40.00	-2.80	0.00
94.90	24.70	22.00	40.70	-3.20	0.00
95.00	24.70	22.00	40.70	-3.20	0.00
95.10	24.80	21.90	40.70	-3.00	0.00
95.20	24.80	21.90	41.00	-3.00	0.00
95.30	24.70	21.80	40.90	-2.80	0.00
95.40	24.90	21.80	41.20	-4.40	0.00
95.50	24.90	21.80	40.10	-3.00	0.00
95.60	24.80	22.00	40.70	-2.70	0.00
95.70	24.90	22.00	41.20	-2.80	0.00
95.80	24.90	22.00	40.70	-2.80	0.00
95.90	24.80	22.00	40.70	-2.80	0.00
96.00	24.80	22.00	40.30	-3.00	0.00
96.10	24.80	22.00	41.00	-2.80	0.00
96.20	24.80	22.00	40.70	-2.80	0.00
96.30	24.70	22.00	40.90	-2.70	0.00
96.40	24.70	22.00	40.70	-2.70	0.00
96.50	24.70	22.10	40.60	-2.80	0.00
96.60	24.70	22.00	40.60	-3.20	0.00
96.70	24.80	22.00	40.30	-2.80	0.00
96.80	24.80	22.00	40.30	-2.80	0.00
96.90	24.60	21.90	40.70	-2.80	0.00
97.00	24.60	21.90	41.20	-2.80	0.00
97.10	24.80	21.90	40.90	-2.70	0.00
97.20	24.80	22.10	40.70	-2.80	0.00
97.30	24.80	22.10	40.60	-2.70	0.00
97.40	24.80	22.00	40.70	-3.20	0.00
97.50	24.80	22.00	40.70	-2.80	0.00
97.60	24.70	21.90	40.70	-2.70	0.00
97.70	24.70	21.90	40.70	-2.70	0.00
97.80	24.70	21.90	40.90	-3.20	0.00
97.90	24.80	22.10	41.00	-2.80	0.00
98.00	24.70	22.00	41.20	-3.00	0.00
98.10	24.70	22.00	40.60	-3.30	0.00
98.20	24.80	22.00	41.00	-2.50	0.00
98.30	24.80	22.00	40.70	-2.70	0.00
98.40	24.80	22.00	40.40	-3.00	0.00
98.50	24.70	22.00	40.90	-2.70	0.00
98.60	24.70	21.90	40.90	-2.70	0.00
98.70	24.70	21.90	40.90	-3.00	0.00
98.80	24.70	22.00	41.00	-2.80	0.00
98.90	24.70	22.00	40.90	-2.70	0.00
99.00	24.70	22.00	41.20	-2.80	0.00
99.10	24.70	22.00	40.40	-3.00	0.00
99.20	24.70	22.10	40.60	-3.30	0.00
99.30	24.70	22.10	40.70	-2.70	0.00
99.40	24.80	22.10	40.60	-2.70	0.00
99.50	24.80	22.10	40.90	-3.00	0.00
99.60	24.80	22.00	40.60	-2.70	0.00
99.70	24.60	21.90	40.70	-3.00	0.00
99.80	24.60	21.90	40.70	-3.20	0.00
99.90	24.70	22.00	40.30	-2.80	0.00
100.00	24.80	22.10	40.90	-3.00	0.00
100.10	24.60	22.00	40.60	-2.80	0.00
100.20	24.60	22.00	40.70	-2.70	0.00
100.30	24.70	22.10	40.90	-2.40	0.00
100.40	24.80	22.00	40.60	-3.00	0.00
100.50	24.80	22.00	40.90	-2.80	0.00
100.60	24.70	22.00	40.70	-3.90	0.00
100.70	24.70	22.00	40.60	-2.80	0.00
100.80	24.70	22.00	40.70	-3.00	0.00
100.90	24.70	22.00	41.00	-2.80	0.00
101.00	24.70	22.10	40.70	-3.00	0.00
101.10	24.70	22.10	40.70	-2.80	0.00
101.20	24.70	22.10	40.70	-2.80	0.00
101.30	24.70	22.10	40.40	-3.00	0.00
101.40	24.60	22.00	40.60	-2.80	0.00
101.50	24.60	22.00	40.60	-2.80	0.00
101.60	24.80	22.00	40.60	-2.80	0.00
101.70	25.10	22.40	40.70	-2.80	0.00
101.80	25.10	22.40	40.90	-2.70	0.00
101.90	24.80	21.90	41.00	-3.20	0.00
102.00	24.80	22.10	40.70	-2.80	0.00
102.10	24.80	22.10	40.70	-2.80	0.00
102.20	24.70	22.20	39.60	-2.50	0.00
102.30	24.80	22.10	40.70	-2.50	0.00
102.40	24.80	22.10	40.90	-3.00	0.00
102.50	24.80	22.00	41.00	-3.00	0.00
102.60	24.80	22.20	40.90	-2.80	0.00
102.70	24.80	22.20	40.90	-2.80	0.00
102.80	24.70	22.10	40.60	-2.80	0.00
102.90	24.60	22.10	40.60	-2.80	0.00
103.00	24.60	22.10	40.60	-2.80	0.00
103.10	24.80	22.10	40.40	-3.00	0.00
103.20	24.70	22.00	41.00	-2.70	0.00
103.30	24.70	22.10	40.70	-2.80	0.00
103.40	24.70	22.10	40.60	-3.20	0.00
103.50	24.70	22.10	40.90	-3.00	0.00
103.60	24.70	22.10	40.90	-2.50	0.00
103.70	24.80	22.10	40.90	-2.80	0.00
103.80	24.70	22.20	40.70	-2.70	0.00
103.90	24.70	22.20	40.70	-2.70	0.00
104.00	24.60	22.10	40.90	-2.80	0.00
104.10	24.80	22.20	40.70	-2.70	0.00
104.20	24.60	22.10	40.90	-2.40	0.00
104.30	24.60	22.10	40.70	-2.80	0.00
104.40	24.60	22.00	40.70	-3.20	0.00
104.50	24.60	22.00	40.60	-2.80	0.00
104.60	24.60	22.10	40.60	-3.20	0.00
104.70	24.70	22.10	40.60	-3.20	0.00
104.80	24.70	22.10	40.60	-3.20	0.00
104.90	24.70	22.00	41.00	-2.70	0.00
105.00	24.70	22.00	40.60	-2.80	0.00
105.10	24.70	22.10	40.90	-2.80	0.00
105.20	24.80	22.20	40.70	-2.80	0.00
105.30	24.80	22.20	40.70	-3.00	0.00
105.40	24.80	22.20	40.70	-2.70	0.00
105.50	24.80	22.20	40.90	-3.20	0.00
105.60	24.80	22.20	40.90	-2.50	0.00
105.70	24.80	22.20	40.90	-2.50	0.00
105.80	24.70	22.10	40.30	-2.40	0.00
105.90	24.70	22.10	40.60	-2.80	0.00
106.00	24.90	22.20	40.70	-3.00	0.00
106.10	24.60	22.00	41.20	-2.80	0.00
106.20	24.60	22.00	40.70	-3.20	0.00
106.30	24.70	22.00	40.70	-2.50	0.00
106.40	24.70	22.20	40.40	-3.00	0.00
106.50	24.70	22.20	40.60	-2.80	0.00
106.60	24.90	22.20	40.60	-2.80	0.00
106.70	24.90	22.20	40.70	-2.70	0.00
106.80	24.80	22.10	41.00	-2.70	0.00
106.90	24.80	22.10	40.70	-2.80	0.00
107.00	24.80	22.10	40.60	-2.80	0.00
107.10	24.60	22.10	40.60	-2.50	0.00
107.20	24.70	22.10	40.60	-2.70	0.00
107.30	24.70	22.10	40.70	-2.70	0.00
107.40	24.70	22.10	40.40	-2.80	0.00
107.50	24.80	22.20	40.90	-2.50	0.00
107.60	24.80	22.20	40.70	-2.70	0.00
107.70	24.70	22.10	40.70	-2.70	0.00
107.80	24.70	22.00	40.90	-2.80	0.00
107.90	24.70	22.00	40.70	-3.00	0.00
108.00	24.60	22.00	40.70	-2.70	0.00
108.10	24.70	22.10	40.70	-2.80	0.00
108.20	24.80	22.20	40.90	-3.20	0.00
108.30	24.80	22.20	40.90	-3.00	0.00
108.40	24.70	22.20	40.70	-3.00	0.00
108.50	24.90	22.30	40.70	-2.70	0.00
108.60	24.90	22.30	41.00	-3.00	0.00
108.70	24.80	22.30	40.90	-2.70	0.00
108.80	24.70	22.30	40.70	-3.30	0.00
108.90	24.70	22.30	40.40	-2.80	0.00
109.00	24.60	22.10	40.60	-2.80	0.00
109.10	24.60	22.10	40.90	-2.70	0.00
109.20	24.80	22.20	40.90	-2.70	0.00
109.30	24.50	22.20	40.30	-2.70	0.00
109.40	24.50	22.20	40.70	-2.70	0.00
109.50	24.90	22.30	40.70	-3.00	0.00
109.60	24.80	22.20	40.90	-3.00	0.00
109.70	24.80	22.20	40.70	-3.00	0.00
109.80	24.80	22.20	40.70	-3.00	0.00
109.90	24.80	22.20	40.60	-2.40	0.00
110.00	24.80	22.20	41.00	-3.30	0.00
110.10	24.70	22.10	41.00	-3.30	0.00
110.20	24.70	22.10	40.60	-3.00	0.00
110.30	24.80	22.10	40.40	-3.00	0.00
110.40	24.70	22.10	40.90	-3.00	0.00
110.50	24.80	22.30	40.40	-2.50	0.00
110.60	24.80	22.30	40.70	-2.80	0.00
110.70	24.80	22.20	40.90	-2.50	0.00
110.80	24.80	22.20	40.90	-2.70	0.00
110.90	24.70	22.30	41.00	-3.00	0.00
111.00	24.80	22.10	41.00	-3.00	0.00
111.10	24.80	22.10	40.60	-2.70	0.00
111.20	24.80	22.30	40.70	-2.80	0.00
111.30	24.60	22.20	40.90	-2.80	0.00
111.40	24.60	22.20	40.90	-3.00	0.00
111.50	24.80	22.20	40.90	-2.70	0.00
111.60	24.70	22.10	40.70	-2.70	0.00
111.70	24.70	22.10	41.00	-3.00	0.00
111.80	24.70	22.20	40.70	-2.80	0.00
111.90	24.70	22.10	40.70	-2.80	0.00
112.00	24.70	22.10	40.70	-2.80	0.00
112.10	24.70	22.10	40.40	-2.70	0.00
112.20	24.70	22.20	40.90	-2.80	0.00
112.30	24.70	22.20	40.60	-2.80	0.00
112.40	24.70	22.10	40.60	-2.70	0.00
112.50	24.70	22.30	40.70	-2.80	0.00
112.60	24.70	22.30	40.90	-3.00	0.00
112.70	24.60	22.20	40.70	-2.80	0.00
112.80	24.70	22.30	40.70	-2.80	0.00
112.90	24.70	22.30	40.40	-2.70	0.00
113.00	24.70	22.30	40.60	-2.80	0.00
113.10	24.70	22.20	40.70	-2.20	0.00
113.20	24.70	22.20	40.70	-3.00	0.00
113.30	24.70	22.20	40.40	-3.00	0.00
113.40	24.90	22.20	40.90	-2.50	0.00
113.50	24.70	22.20	40.90	-2.80	0.00
113.60	24.70	22.20	40.60	-2.70	0.00
113.70	24.70	22.20	40.60	-2.70	0.00
113.80	24.80	22.30	40.90	-2.50	0.00
113.90	24.80	22.30	40.90	-3.30	0.00
